,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,ma_20,ma_20_lower,ma_20_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2024-09-11,63004.27850875,57624.1548089254,61854.87279252019,63004.27850875,63004.27850875,-3217.160400689636,-3217.160400689636,-3217.160400689636,-152.79342972799128,-152.79342972799128,-152.79342972799128,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-176.60655028659613,-176.60655028659613,-176.60655028659613,195.47866515061662,195.47866515061662,195.47866515061662,-3259.845636112261,-3259.845636112261,-3259.845636112261,0.0,0.0,0.0,59787.118108060364
1,2024-09-12,63182.29608050097,57434.68285922517,61489.97287479419,63182.29608050097,63182.29608050097,-3733.5448753930514,-3733.5448753930514,-3733.5448753930514,-212.23648396949895,-212.23648396949895,-212.23648396949895,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-236.0496045281038,-236.0496045281038,-236.0496045281038,-159.77554208839348,-159.77554208839348,-159.77554208839348,-3361.5328493351594,-3361.5328493351594,-3361.5328493351594,0.0,0.0,0.0,59448.75120510792
2,2024-09-13,63360.313652251934,57912.09115280856,62103.6108908268,63360.313652251934,63360.313652251934,-3460.673640954153,-3460.673640954153,-3460.673640954153,-237.12062854866195,-237.12062854866195,-237.12062854866195,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-260.9337491072668,-260.9337491072668,-260.9337491072668,235.06405209474448,235.06405209474448,235.06405209474448,-3458.6170645002358,-3458.6170645002358,-3458.6170645002358,0.0,0.0,0.0,59899.64001129778
3,2024-09-14,63538.331224002904,57857.06463035465,62149.16419242732,63538.331224002904,63538.331224002904,-3602.594477828247,-3602.594477828247,-3602.594477828247,-534.2498665897557,-534.2498665897557,-534.2498665897557,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-558.0629871483605,-558.0629871483605,-558.0629871483605,478.21433993209166,478.21433993209166,478.21433993209166,-3546.558951170583,-3546.558951170583,-3546.558951170583,0.0,0.0,0.0,59935.736746174654
4,2024-09-15,63716.34879575386,57359.38188314652,61757.419090512434,63716.34879575386,63716.34879575386,-4181.249908695824,-4181.249908695824,-4181.249908695824,-502.93970341201054,-502.93970341201054,-502.93970341201054,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-526.7528239706154,-526.7528239706154,-526.7528239706154,-57.06710283052979,-57.06710283052979,-57.06710283052979,-3621.243102453285,-3621.243102453285,-3621.243102453285,0.0,0.0,0.0,59535.09888705803
5,2024-09-16,63894.36636750483,57151.048108104165,61777.06475247743,63894.36636750483,63894.36636750483,-4328.382296213231,-4328.382296213231,-4328.382296213231,-245.58762313055007,-245.58762313055007,-245.58762313055007,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-269.40074368915487,-269.40074368915487,-269.40074368915487,-403.69741979596915,-403.69741979596915,-403.69741979596915,-3679.097253286711,-3679.097253286711,-3679.097253286711,0.0,0.0,0.0,59565.9840712916
6,2024-09-17,64072.38393925581,57804.20463585341,62291.33372887925,64072.38393925581,64072.38393925581,-4139.216224483891,-4139.216224483891,-4139.216224483891,-133.8043223769914,-133.8043223769914,-133.8043223769914,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-157.61744293559622,-157.61744293559622,-157.61744293559622,-288.21699246085905,-288.21699246085905,-288.21699246085905,-3717.1949096460407,-3717.1949096460407,-3717.1949096460407,0.0,0.0,0.0,59933.16771477192
7,2024-09-18,64250.40151100676,58516.297525873,62765.06796510016,64250.40151100676,64250.40151100676,-3617.7380386331233,-3617.7380386331233,-3617.7380386331233,-79.87800222741991,-79.87800222741991,-79.87800222741991,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-103.69112278602476,-103.69112278602476,-103.69112278602476,195.47866515073733,195.47866515073733,195.47866515073733,-3733.3387015564413,-3733.3387015564413,-3733.3387015564413,0.0,0.0,0.0,60632.66347237364
8,2024-09-19,64428.41908275773,58403.68697060888,62668.644411911286,64428.41908275773,64428.41908275773,-3933.9663206865057,-3933.9663206865057,-3933.9663206865057,-48.06847796715878,-48.06847796715878,-48.06847796715878,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-71.88159852576362,-71.88159852576362,-71.88159852576362,-159.7755420888234,-159.7755420888234,-159.7755420888234,-3726.122300630523,-3726.122300630523,-3726.122300630523,0.0,0.0,0.0,60494.452762071225
9,2024-09-20,64606.4366545087,59001.744596714605,63169.25317143909,64606.4366545087,64606.4366545087,-3647.3264886767997,-3647.3264886767997,-3647.3264886767997,-187.4212161661038,-187.4212161661038,-187.4212161661038,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-211.23433672470864,-211.23433672470864,-211.23433672470864,235.06405209492178,235.06405209492178,235.06405209492178,-3694.969324605617,-3694.969324605617,-3694.969324605617,0.0,0.0,0.0,60959.1101658319
10,2024-09-21,64784.454226259666,58988.41313144397,63299.21970412898,64784.454226259666,64784.454226259666,-3733.5473803599552,-3733.5473803599552,-3733.5473803599552,-571.6134488392725,-571.6134488392725,-571.6134488392725,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-595.4265693978773,-595.4265693978773,-595.4265693978773,478.214339932232,478.214339932232,478.214339932232,-3640.1482714529147,-3640.1482714529147,-3640.1482714529147,0.0,0.0,0.0,61050.90684589971
11,2024-09-22,64962.471798010636,58905.431929704246,63017.081782036876,64962.471798010636,64962.471798010636,-4084.618369464112,-4084.618369464112,-4084.618369464112,-464.7880991058476,-464.7880991058476,-464.7880991058476,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-488.6012196644524,-488.6012196644524,-488.6012196644524,-57.06710283047221,-57.06710283047221,-57.06710283047221,-3562.7631675277935,-3562.7631675277935,-3562.7631675277935,0.0,0.0,0.0,60877.85342854652
12,2024-09-23,65140.48936976159,58776.0141865273,63157.26990080238,65140.48936976159,65140.48936976159,-4125.706443614776,-4125.706443614776,-4125.706443614776,-257.2887628725777,-257.2887628725777,-257.2887628725777,134.08656180092675,134.08656180092675,134.08656180092675,-110.27344124232191,-110.27344124232191,-110.27344124232191,-281.10188343118256,-281.10188343118256,-281.10188343118256,-403.69741979566084,-403.69741979566084,-403.69741979566084,-3464.7202609465376,-3464.7202609465376,-3464.7202609465376,0.0,0.0,0.0,61014.782926146814
