,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,ma_20,ma_20_lower,ma_20_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2024-09-10 23:00:00,0.8533670862417221,0.8432052251191451,0.8522562307635172,0.8533670862417221,0.8533670862417221,-0.005734060689264382,-0.005734060689264382,-0.005734060689264382,-0.017658251642465598,-0.017658251642465598,-0.017658251642465598,-0.017400022457941238,-0.017400022457941238,-0.017400022457941238,-0.0002582291845243581,-0.0002582291845243581,-0.0002582291845243581,0.0,0.0,0.0,-0.00312517221144388,-0.00312517221144388,-0.00312517221144388,0.015049363164645096,0.015049363164645096,0.015049363164645096,0.0,0.0,0.0,0.8476330255524577
1,2024-09-11 23:00:00,0.8532363676708986,0.8460041481813292,0.8550411734597582,0.8532363676708986,0.8532363676708986,-0.002823657002635493,-0.002823657002635493,-0.002823657002635493,-0.017658251642465598,-0.017658251642465598,-0.017658251642465598,-0.017400022457941238,-0.017400022457941238,-0.017400022457941238,-0.0002582291845243581,-0.0002582291845243581,-0.0002582291845243581,0.0,0.0,0.0,-0.0017056938638200672,-0.0017056938638200672,-0.0017056938638200672,0.01654028850365017,0.01654028850365017,0.01654028850365017,0.0,0.0,0.0,0.8504127106682631
2,2024-09-12 23:00:00,0.8531056491000751,0.8447076834081604,0.854599305895133,0.8531056491000751,0.8531056491000751,-0.003623346707275994,-0.003623346707275994,-0.003623346707275994,-0.017658251642465598,-0.017658251642465598,-0.017658251642465598,-0.017400022457941238,-0.017400022457941238,-0.017400022457941238,-0.0002582291845243581,-0.0002582291845243581,-0.0002582291845243581,0.0,0.0,0.0,-0.0033815980330014783,-0.0033815980330014783,-0.0033815980330014783,0.017416502968191083,0.017416502968191083,0.017416502968191083,0.0,0.0,0.0,0.8494823023927991
3,2024-09-15 23:00:00,0.8527134933876047,0.8438207849717306,0.8536643344303615,0.8527134933876047,0.8527134933876047,-0.0041466613968720025,-0.0041466613968720025,-0.0041466613968720025,-0.017658251642465598,-0.017658251642465598,-0.017658251642465598,-0.017400022457941238,-0.017400022457941238,-0.017400022457941238,-0.0002582291845243581,-0.0002582291845243581,-0.0002582291845243581,0.0,0.0,0.0,-0.0038993431847073354,-0.0038993431847073354,-0.0038993431847073354,0.017410933430300934,0.017410933430300934,0.017410933430300934,0.0,0.0,0.0,0.8485668319907327
4,2024-09-16 23:00:00,0.8525827748167811,0.8437399972346831,0.8529041287768223,0.8525827748167811,0.8525827748167811,-0.00419961887716252,-0.00419961887716252,-0.00419961887716252,-0.017658251642465598,-0.017658251642465598,-0.017658251642465598,-0.017400022457941238,-0.017400022457941238,-0.017400022457941238,-0.0002582291845243581,-0.0002582291845243581,-0.0002582291845243581,0.0,0.0,0.0,-0.0034096991124126846,-0.0034096991124126846,-0.0034096991124126846,0.016868331877715765,0.016868331877715765,0.016868331877715765,0.0,0.0,0.0,0.8483831559396187
5,2024-09-17 23:00:00,0.8524520562459577,0.8430368300662995,0.8527911610059624,0.8524520562459577,0.8524520562459577,-0.004573473018768762,-0.004573473018768762,-0.004573473018768762,-0.017658251642465598,-0.017658251642465598,-0.017658251642465598,-0.017400022457941238,-0.017400022457941238,-0.017400022457941238,-0.0002582291845243581,-0.0002582291845243581,-0.0002582291845243581,0.0,0.0,0.0,-0.003125172211437273,-0.003125172211437273,-0.003125172211437273,0.01620995083513411,0.01620995083513411,0.01620995083513411,0.0,0.0,0.0,0.8478785832271889
6,2024-09-18 23:00:00,0.8523213376751342,0.8434161745742103,0.8531841500854356,0.8523213376751342,0.8523213376751342,-0.0038473936284088225,-0.0038473936284088225,-0.0038473936284088225,-0.017658251642465598,-0.017658251642465598,-0.017658251642465598,-0.017400022457941238,-0.017400022457941238,-0.017400022457941238,-0.0002582291845243581,-0.0002582291845243581,-0.0002582291845243581,0.0,0.0,0.0,-0.001705693863846291,-0.001705693863846291,-0.001705693863846291,0.015516551877903068,0.015516551877903068,0.015516551877903068,0.0,0.0,0.0,0.8484739440467254
7,2024-09-19 23:00:00,0.8521906191043107,0.8413550653746189,0.8510896383715927,0.8521906191043107,0.8521906191043107,-0.006180792252575871,-0.006180792252575871,-0.006180792252575871,-0.017658251642465598,-0.017658251642465598,-0.017658251642465598,-0.017400022457941238,-0.017400022457941238,-0.017400022457941238,-0.0002582291845243581,-0.0002582291845243581,-0.0002582291845243581,0.0,0.0,0.0,-0.003381598033011915,-0.003381598033011915,-0.003381598033011915,0.014859057422901641,0.014859057422901641,0.014859057422901641,0.0,0.0,0.0,0.8460098268517349
8,2024-09-22 23:00:00,0.8517984633918404,0.8389750812336306,0.8488483256830103,0.8517984633918404,0.8517984633918404,-0.007910794122890537,-0.007910794122890537,-0.007910794122890537,-0.017658251642465598,-0.017658251642465598,-0.017658251642465598,-0.017400022457941238,-0.017400022457941238,-0.017400022457941238,-0.0002582291845243581,-0.0002582291845243581,-0.0002582291845243581,0.0,0.0,0.0,-0.003899343184711545,-0.003899343184711545,-0.003899343184711545,0.013646800704286605,0.013646800704286605,0.013646800704286605,0.0,0.0,0.0,0.8438876692689499
9,2024-09-23 23:00:00,0.8516677448210169,0.8397820530200588,0.8494905493246068,0.8516677448210169,0.8516677448210169,-0.007447688889564848,-0.007447688889564848,-0.007447688889564848,-0.017658251642465598,-0.017658251642465598,-0.017658251642465598,-0.017400022457941238,-0.017400022457941238,-0.017400022457941238,-0.0002582291845243581,-0.0002582291845243581,-0.0002582291845243581,0.0,0.0,0.0,-0.0034096991124430032,-0.0034096991124430032,-0.0034096991124430032,0.013620261865343753,0.013620261865343753,0.013620261865343753,0.0,0.0,0.0,0.8442200559314521
