,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,ma_20,ma_20_lower,ma_20_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2024-09-10 23:00:00,1.0663251708692312,1.094383107766427,1.1071185329240862,1.0663251708692312,1.0663251708692312,0.034318549422346155,0.034318549422346155,0.034318549422346155,0.01737263107829873,0.01737263107829873,0.01737263107829873,0.017062790236982983,0.017062790236982983,0.017062790236982983,0.0003098408413157479,0.0003098408413157479,0.0003098408413157479,0.0,0.0,0.0,0.0004599644318408725,0.0004599644318408725,0.0004599644318408725,0.016485953912206554,0.016485953912206554,0.016485953912206554,0.0,0.0,0.0,1.1006437202915773
1,2024-09-11 23:00:00,1.0664975326874193,1.0944852008780186,1.1079546095789499,1.0664975326874193,1.0664975326874193,0.035273764638263004,0.035273764638263004,0.035273764638263004,0.01737263107829873,0.01737263107829873,0.01737263107829873,0.017062790236982983,0.017062790236982983,0.017062790236982983,0.0003098408413157479,0.0003098408413157479,0.0003098408413157479,0.0,0.0,0.0,-0.0007034281660852493,-0.0007034281660852493,-0.0007034281660852493,0.018604561726049525,0.018604561726049525,0.018604561726049525,0.0,0.0,0.0,1.1017712973256824
2,2024-09-12 23:00:00,1.0666698945056075,1.0987381976379698,1.1112939790667535,1.0666698945056075,1.0666698945056075,0.0384944146561712,0.0384944146561712,0.0384944146561712,0.01737263107829873,0.01737263107829873,0.01737263107829873,0.017062790236982983,0.017062790236982983,0.017062790236982983,0.0003098408413157479,0.0003098408413157479,0.0003098408413157479,0.0,0.0,0.0,0.00045101690202546105,0.00045101690202546105,0.00045101690202546105,0.02067076667584701,0.02067076667584701,0.02067076667584701,0.0,0.0,0.0,1.1051643091617787
3,2024-09-15 23:00:00,1.0671869799601716,1.1045276133925803,1.1175409924952908,1.0671869799601716,1.0671869799601716,0.044122942246876705,0.044122942246876705,0.044122942246876705,0.01737263107829873,0.01737263107829873,0.01737263107829873,0.017062790236982983,0.017062790236982983,0.017062790236982983,0.0003098408413157479,0.0003098408413157479,0.0003098408413157479,0.0,0.0,0.0,0.0007169877404637633,0.0007169877404637633,0.0007169877404637633,0.026033323428114208,0.026033323428114208,0.026033323428114208,0.0,0.0,0.0,1.1113099222070484
4,2024-09-16 23:00:00,1.0673593417783598,1.1066438809119437,1.119054587835131,1.0673593417783598,1.0673593417783598,0.04537197918032651,0.04537197918032651,0.04537197918032651,0.01737263107829873,0.01737263107829873,0.01737263107829873,0.017062790236982983,0.017062790236982983,0.017062790236982983,0.0003098408413157479,0.0003098408413157479,0.0003098408413157479,0.0,0.0,0.0,0.0006002136106982075,0.0006002136106982075,0.0006002136106982075,0.02739913449132957,0.02739913449132957,0.02739913449132957,0.0,0.0,0.0,1.1127313209586862
5,2024-09-17 23:00:00,1.067531703596548,1.1073364454468626,1.1203581008712753,1.067531703596548,1.067531703596548,0.04633343471552144,0.04633343471552144,0.04633343471552144,0.01737263107829873,0.01737263107829873,0.01737263107829873,0.017062790236982983,0.017062790236982983,0.017062790236982983,0.0003098408413157479,0.0003098408413157479,0.0003098408413157479,0.0,0.0,0.0,0.00045996443183444303,0.00045996443183444303,0.00045996443183444303,0.028500839205388265,0.028500839205388265,0.028500839205388265,0.0,0.0,0.0,1.1138651383120695
6,2024-09-18 23:00:00,1.0677040654147358,1.107768469773507,1.1202745534281375,1.0677040654147358,1.0677040654147358,0.04598776072640329,0.04598776072640329,0.04598776072640329,0.01737263107829873,0.01737263107829873,0.01737263107829873,0.017062790236982983,0.017062790236982983,0.017062790236982983,0.0003098408413157479,0.0003098408413157479,0.0003098408413157479,0.0,0.0,0.0,-0.0007034281660605906,-0.0007034281660605906,-0.0007034281660605906,0.029318557814165147,0.029318557814165147,0.029318557814165147,0.0,0.0,0.0,1.113691826141139
7,2024-09-19 23:00:00,1.067876427232924,1.1092699524614087,1.1216149937876538,1.067876427232924,1.067876427232924,0.04766444271471483,0.04766444271471483,0.04766444271471483,0.01737263107829873,0.01737263107829873,0.01737263107829873,0.017062790236982983,0.017062790236982983,0.017062790236982983,0.0003098408413157479,0.0003098408413157479,0.0003098408413157479,0.0,0.0,0.0,0.0004510169020478975,0.0004510169020478975,0.0004510169020478975,0.029840794734368205,0.029840794734368205,0.029840794734368205,0.0,0.0,0.0,1.1155408699476388
8,2024-09-22 23:00:00,1.0683935126874882,1.1102549074646877,1.1225228737673334,1.0683935126874882,1.0683935126874882,0.04773243940817892,0.04773243940817892,0.04773243940817892,0.01737263107829873,0.01737263107829873,0.01737263107829873,0.017062790236982983,0.017062790236982983,0.017062790236982983,0.0003098408413157479,0.0003098408413157479,0.0003098408413157479,0.0,0.0,0.0,0.0007169877404872007,0.0007169877404872007,0.0007169877404872007,0.02964282058939299,0.02964282058939299,0.02964282058939299,0.0,0.0,0.0,1.116125952095667
9,2024-09-23 23:00:00,1.0685658745056763,1.1093200853369292,1.1214444423897265,1.0685658745056763,1.0685658745056763,0.04700245286192643,0.04700245286192643,0.04700245286192643,0.01737263107829873,0.01737263107829873,0.01737263107829873,0.017062790236982983,0.017062790236982983,0.017062790236982983,0.0003098408413157479,0.0003098408413157479,0.0003098408413157479,0.0,0.0,0.0,0.0006002136107244503,0.0006002136107244503,0.0006002136107244503,0.029029608172903256,0.029029608172903256,0.029029608172903256,0.0,0.0,0.0,1.1155683273676027
