,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,ma_20,ma_20_lower,ma_20_upper,rsi,rsi_lower,rsi_upper,volume,volume_lower,volume_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2025-08-11 12:00:00,126294.56896781249,118435.87954602648,120061.07242156308,126294.56896781249,126294.56896781249,-7060.4558745678505,-7060.4558745678505,-7060.4558745678505,-222.5046629566764,-222.5046629566764,-222.5046629566764,-296.2505224026953,-296.2505224026953,-296.2505224026953,84.60535067385736,84.60535067385736,84.60535067385736,-10.859491227838465,-10.859491227838465,-10.859491227838465,138.541202561914,138.541202561914,138.541202561914,-6976.492414173087,-6976.492414173087,-6976.492414173087,0.0,0.0,0.0,119234.11309324464
1,2025-08-11 13:00:00,126247.21305892276,118375.92484002079,119973.1184166796,126247.21305892276,126247.21305892276,-7080.389689677637,-7080.389689677637,-7080.389689677637,-188.06825586502003,-188.06825586502003,-188.06825586502003,-296.2505224026953,-296.2505224026953,-296.2505224026953,84.60535067385736,84.60535067385736,84.60535067385736,23.57691586381792,23.57691586381792,23.57691586381792,118.12035593652439,118.12035593652439,118.12035593652439,-7010.441789749141,-7010.441789749141,-7010.441789749141,0.0,0.0,0.0,119166.82336924512
2,2025-08-11 14:00:00,126199.85715003304,118224.41312807528,119845.87693479474,126199.85715003304,126199.85715003304,-7139.815982778731,-7139.815982778731,-7139.815982778731,-192.25933346105495,-192.25933346105495,-192.25933346105495,-296.2505224026953,-296.2505224026953,-296.2505224026953,84.60535067385736,84.60535067385736,84.60535067385736,19.38583826778302,19.38583826778302,19.38583826778302,95.98775683340638,95.98775683340638,95.98775683340638,-7043.5444061510825,-7043.5444061510825,-7043.5444061510825,0.0,0.0,0.0,119060.04116725431
3,2025-08-11 15:00:00,126152.5012411433,118073.61497394247,119745.62408993294,126152.5012411433,126152.5012411433,-7226.125142466288,-7226.125142466288,-7226.125142466288,-222.5046629566764,-222.5046629566764,-222.5046629566764,-296.2505224026953,-296.2505224026953,-296.2505224026953,84.60535067385736,84.60535067385736,84.60535067385736,-10.859491227838465,-10.859491227838465,-10.859491227838465,72.18482067531203,72.18482067531203,72.18482067531203,-7075.805300184924,-7075.805300184924,-7075.805300184924,0.0,0.0,0.0,118926.376098677
4,2025-08-11 16:00:00,126105.14533225355,118045.44578251998,119659.63711235119,126105.14533225355,126105.14533225355,-7260.972444773635,-7260.972444773635,-7260.972444773635,-200.517693126229,-200.517693126229,-200.517693126229,-296.2505224026953,-296.2505224026953,-296.2505224026953,84.60535067385736,84.60535067385736,84.60535067385736,11.127478602608964,11.127478602608964,11.127478602608964,46.774766841283494,46.774766841283494,46.774766841283494,-7107.229518488689,-7107.229518488689,-7107.229518488689,0.0,0.0,0.0,118844.17288747992
5,2025-08-11 17:00:00,126057.78942336385,117898.4355599467,119564.08956024672,126057.78942336385,126057.78942336385,-7311.001512014278,-7311.001512014278,-7311.001512014278,-193.02193102132168,-193.02193102132168,-193.02193102132168,-296.2505224026953,-296.2505224026953,-296.2505224026953,84.60535067385736,84.60535067385736,84.60535067385736,18.62324070751627,18.62324070751627,18.62324070751627,19.84253607834175,19.84253607834175,19.84253607834175,-7137.822117071298,-7137.822117071298,-7137.822117071298,0.0,0.0,0.0,118746.78791134957
6,2025-08-11 18:00:00,126010.4335144741,117791.07792002818,119395.3631798165,126010.4335144741,126010.4335144741,-7380.09082045948,-7380.09082045948,-7380.09082045948,-203.99708906418812,-203.99708906418812,-203.99708906418812,-296.2505224026953,-296.2505224026953,-296.2505224026953,84.60535067385736,84.60535067385736,84.60535067385736,7.648082664649819,7.648082664649819,7.648082664649819,-8.505570314079172,-8.505570314079172,-8.505570314079172,-7167.588161081213,-7167.588161081213,-7167.588161081213,0.0,0.0,0.0,118630.34269401463
7,2025-08-11 19:00:00,125963.07760558436,117629.96324791775,119278.1287260167,125963.07760558436,125963.07760558436,-7457.179915536216,-7457.179915536216,-7457.179915536216,-222.5046629566764,-222.5046629566764,-222.5046629566764,-296.2505224026953,-296.2505224026953,-296.2505224026953,84.60535067385736,84.60535067385736,84.60535067385736,-10.859491227838465,-10.859491227838465,-10.859491227838465,-38.14252814101097,-38.14252814101097,-38.14252814101097,-7196.532724438529,-7196.532724438529,-7196.532724438529,0.0,0.0,0.0,118505.89769004815
8,2025-08-11 20:00:00,125915.72169669466,117578.65994722558,119192.06462933411,125915.72169669466,125915.72169669466,-7498.88974271519,-7498.88974271519,-7498.88974271519,-205.30735347155124,-205.30735347155124,-205.30735347155124,-296.2505224026953,-296.2505224026953,-296.2505224026953,84.60535067385736,84.60535067385736,84.60535067385736,6.337818257286703,6.337818257286703,6.337818257286703,-68.92149981876645,-68.92149981876645,-68.92149981876645,-7224.660889424871,-7224.660889424871,-7224.660889424871,0.0,0.0,0.0,118416.83195397948
9,2025-08-11 21:00:00,125868.36578780491,117478.4077013618,119121.41212502816,125868.36578780491,125868.36578780491,-7573.783546423525,-7573.783546423525,-7573.783546423525,-221.12879262492154,-221.12879262492154,-221.12879262492154,-296.2505224026953,-296.2505224026953,-296.2505224026953,84.60535067385736,84.60535067385736,84.60535067385736,-9.483620896083591,-9.483620896083591,-9.483620896083591,-100.67700735967328,-100.67700735967328,-100.67700735967328,-7251.977746438929,-7251.977746438929,-7251.977746438929,0.0,0.0,0.0,118294.58224138139
