"AAV","Advantage Oil & Gas Ltd","5.19","957041901.03","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aav",
"ABY","Atlantica Yield plc","19.47","1951230052.2","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aby",
"ADGE","American DG Energy Inc.","0.2988","15144407.586","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/adge",
"ADSW","Advanced Disposal Services, Inc.","22.46","1970201015.02","n/a","2016","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/adsw",
"ADTN","ADTRAN, Inc.","22.65","1096218414.6","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"AEE","Ameren Corporation","52.38","12709210719.24","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/aee",
"AEIS","Advanced Energy Industries, Inc.","35.01","1395181129.32","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"AEP","American Electric Power Company, Inc.","62.76","30859815811.08","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aep",
"AETI","American Electric Technologies, Inc.","1.8501","15270727.2501","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"AEUA","Anadarko Petroleum Corporation","32.4","0","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/aeua",
"AGR","Avangrid, Inc.","38.11","11776126776.79","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/agr",
"AHGP","Alliance Holdings GP, L.P.","13.8","826109400","n/a","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"ALDW","Alon USA Partners, LP","12.39","774499383.21","n/a","2012","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/aldw",
"ALE","Allete, Inc.","63.66","3148795482","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ale",
"ALJ","Alon USA Energy, Inc.","10.11","718586528.88","n/a","2005","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/alj",
"ALP^O","Alabama Power Company","25.85","0","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/alp^o",
"ALSK","Alaska Communications Systems Group, Inc.","1.64","84227936.72","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"AM","Antero Midstream Partners LP","30.57","5420037980.79","n/a","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/am",
"AMID","American Midstream Partners, LP","18.2","760714154.2","n/a","2011","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/amid",
"AMOV","America Movil, S.A.B. de C.V.","12.58","41239756000","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AMX","America Movil, S.A.B. de C.V.","12.8","41960960000","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amx",
"ANW","Aegean Marine Petroleum Network Inc.","7.32","353346303.96","n/a","2006","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/anw",
"APA","Apache Corporation","47.5","17969144740","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apa",
"APC","Anadarko Petroleum Corporation","45.81","23291574419.07","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apc",
"APLP","Archrock Partners, L.P.","16.75","1097433183.25","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aplp",
"AQN","Algonquin Power & Utilities Corp.","8.35","2288490729.1","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aqn",
"AR","Antero Resources Corporation","24.77","6862809292.72","n/a","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ar",
"ARCX","Arc Logistic Partners LP","9.63","185430378.33","n/a","2013","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/arcx",
"AREX","Approach Resources Inc.","1.2","49011345.6","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arex",
"ARLP","Alliance Resource Partners, L.P.","11.23","835231530.75","n/a","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"AROC","Archrock, Inc.","13.75","957360662.5","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aroc",
"ARP","Atlas Resource Partners, L.P.","0.72","73743189.84","n/a","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arp",
"ARTNA","Artesian Resources Corporation","30.89","281568744.23","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"AT","Atlantic Power Corporation","2.49","303552120.18","n/a","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/at",
"ATNI","ATN International, Inc.","83.79","1352326777.83","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"ATO","Atmos Energy Corporation","74.55","7834812419.7","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ato",
"ATO","Atmos Energy Corporation","74.56","7613090165.76","n/a","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/ato",
"ATTO","Atento S.A.","7.85","579221866.25","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atto",
"ATW","Atwood Oceanics, Inc.","8.47","548594522.63","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/atw",
"AUDC","AudioCodes Ltd.","6.59","218109025.71","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AVA","Avista Corporation","39.71","2548762484.29","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/ava",
"AWK","American Water Works","72.25","12860743265.75","n/a","2008","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awk",
"AWR","American States Water Company","44.95","1643810082.7","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"AWX","Avalon Holdings Corporation","2.8","10649326.8","n/a","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/awx",
"AXAS","Abraxas Petroleum Corporation","0.95","101028700.95","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"AZRE","Azure Power Global Limited","17.15","444458696.85","n/a","2016","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/azre",
"BAS","Basic Energy Services, Inc.","2.52","106332420.6","n/a","2005","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/bas",
"BBEP","Breitburn Energy Partners LP","0.555","118586914.38","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bbep",
"BBEPP","Breitburn Energy Partners LP","7.03","56240000","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bbepp",
"BBG","Bill Barrett Corporation","6.08","303116557.76","n/a","2004","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bbg",
"BBL","BHP Billiton plc","22.48","59810128279.6","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/bbl",
"BBRY","BlackBerry Limited","6.96","3688536543.12","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bbry",
"BC","Brunswick Corporation","48.27","4394016410.55","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bc",
"BCE","BCE, Inc.","43.47","37841750048.97","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bce",
"BCEI","Bonanza Creek Energy, Inc.","1.48","73616878.32","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bcei",
"BEP","Brookfield Renewable Partners L.P.","29","4835821137","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bep",
"BGG","Briggs & Stratton Corporation","23.69","1022183653.42","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bgg",
"BGR","BlackRock Energy and Resources Trust","12.78","380412253.26","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/bgr",
"BHI","Baker Hughes Incorporated","42.95","18805824962.05","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/bhi",
"BKEP","Blueknight Energy Partners L.P., L.L.C.","4.78","158688060.42","n/a","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bkep",
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","6.6001","199049901.2619","n/a","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bkepp",
"BKH","Black Hills Corporation","60.52","3216505158.6","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bkh",
"BKHU","Black Hills Corporation","67.3766","0","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bkhu",
"BLDP","Ballard Power Systems, Inc.","1.39","218003689.93","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bldp",
"BP","BP p.l.c.","29.57","99102726253.96","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/bp",
"BPL","Buckeye Partners L.P.","65.74","8527990151.48","n/a","1986","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bpl",
"BPT","BP Prudhoe Bay Royalty Trust","13.77","294678000","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/bpt",
"BSM","Black Stone Minerals, L.P.","13.87","2662599294.62","n/a","2015","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bsm",
"BT","BT Group plc","23.19","46200043582.47","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/bt",
"BTE","Baytex Energy Corp","3.85","811152095.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bte",
"BTU","Peabody Energy Corporation","2.41","44678182.65","n/a","2001","Energy","Coal Mining","http://www.nasdaq.com/symbol/btu",
"BWEN","Broadwind Energy, Inc.","3.03","45488750.67","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/bwen",
"BWP","Boardwalk Pipeline Partners L.P.","17.7","4430253041.4","n/a","2005","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/bwp",
"BWXT","BWX Technologies, Inc.","33.73","3534595606.61","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bwxt",
"BXE","Bellatrix Exploration Ltd","0.9901","190063467.291","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bxe",
"CAFD","8point3 Energy Partners LP","12.99","1027096905.24","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cafd",
"CAFD","8point3 Energy Partners LP","14.51","1030315647.31","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cafd",
"CALL","magicJack VocalTec Ltd","7.5","119225212.5","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/call",
"CAPL","CrossAmerica Partners LP","23.69","784397742.18","n/a","2012","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/capl",
"CBA","ClearBridge American Energy MLP Fund Inc.","6.78","395199467.46","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/cba",
"CBB","Cincinnati Bell Inc","23.6","991791486.8","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cbb",
"CCLP","CSI Compressco LP","5.51","182879423.58","n/a","2011","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cclp",
"CDZI","Cadiz, Inc.","12.25","256067948.5","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cdzi",
"CEL","Cellcom Israel, Ltd.","9.03","908459339.34","n/a","2007","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cel",
"CELP","Cypress Energy Partners, L.P.","8.17","96708085.75","n/a","2014","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/celp",
"CEM","ClearBridge Energy MLP Fund Inc.","13.23","915591860.82","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/cem",
"CEO","CNOOC Limited","113.67","1172054780.1","n/a","2001","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ceo",
"CETC","Hongli Clean Energy Technologies Corp.","0.3701","8867676.3117","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cetc",
"CGG","CGG","0.83","296967423.08","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cgg",
"CHA","China Telecom Corp Ltd","46.93","37981387600","n/a","2002","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cha",
"CHK","Chesapeake Energy Corporation","3.83","2546922094.62","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/chk",
"CHKR","Chesapeake Granite Wash Trust","2.63","122952500","n/a","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/chkr",
"CHL","China Mobile (Hong Kong) Ltd.","52.87","216507756131.73","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/chl",
"CHT","Chunghwa Telecom Co., Ltd.","31.69","24583349543","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cht",
"CHU","China Unicom (Hong Kong) Ltd","11.76","28161767350.08","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/chu",
"CIE","Cobalt International Energy, Inc.","2.96","1226939414.64","n/a","2009","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cie",
"CIEN","Ciena Corporation","24.43","3429477145.92","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cien",
"CIG","Comp En De Mn Cemig ADS","2.37","2983454719.98","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cig",
"CJES","C&J Energy Services, Ltd.","1.44","173098380.96","n/a","2015","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/cjes",
"CLB","Core Laboratories N.V.","108.31","4589786800.9","n/a","1995","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/clb",
"CLD","Cloud Peak Energy Inc","1.91","116834877.63","n/a","2009","Energy","Coal Mining","http://www.nasdaq.com/symbol/cld",
"CLFD","Clearfield, Inc.","21.15","298768728.15","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLMT","Calumet Specialty Products Partners, L.P.","11.13","844593372","n/a","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/clmt",
"CLNE","Clean Energy Fuels Corp.","2.87","279425613.67","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLNE","Clean Energy Fuels Corp.","3.09","422837447.82","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLR","Continental Resources, Inc.","30.37","11318425865.77","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/clr",
"CLRO","ClearOne, Inc.","11.35","100738729.65","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clro",
"CMI","Cummins Inc.","110.12","19196206165.64","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cmi",
"CMS","CMS Energy Corporation","41.53","11624575543.83","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms",
"CMS","CMS Energy Corporation","42.71","11872104935.66","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms",
"CMS^B","CMS Energy Corporation","101.42","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/cms^b",
"CNNX","Cone Midstream Partners LP","24.03","1401990412.14","n/a","2014","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cnnx",
"CNP","CenterPoint Energy, Inc.","21.2","9121761078.8","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cnp",
"CNP","CenterPoint Energy, Inc.","24.59","10590480707.8","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cnp",
"CNQ","Canadian Natural Resources Limited","25.8","28243371894.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cnq",
"CNSL","Consolidated Communications Holdings, Inc.","27.48","1391999097.72","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"CNX","CONSOL Energy Inc.","10.79","2471495206.44","n/a","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnx",
"CNXC","CNX Coal Resources LP","6.87","159536060.58","n/a","2015","Energy","Coal Mining","http://www.nasdaq.com/symbol/cnxc",
"COG","Cabot Oil & Gas Corporation","22.51","9320495147.02","n/a","1990","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cog",
"COP","ConocoPhillips","39.78","49176144440.28","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cop",
"CORR","CorEnergy Infrastructure Trust, Inc.","19.85","237242376.45","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/corr",
"CPE","Callon Petroleum Company","8.82","713043533.16","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpe",
"CPG","Crescent Point Energy Corporation","13.19","6671703305.78","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cpg",
"CPK","Chesapeake Utilities Corporation","65.9","1074246509.9","n/a","n/a","Public Utilities","Oil & Gas Production","http://www.nasdaq.com/symbol/cpk",
"CPL","CPFL Energia S.A.","15.49","7883749707.77","n/a","2004","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpl",
"CPN","Calpine Corporation","11.45","4111554680.25","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/cpn",
"CPPL","Columbia Pipeline Partners LP","17.1","1721198174.4","n/a","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/cppl",
"CPST","Capstone Turbine Corporation","1.47","30753687.72","n/a","2000","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cpst",
"CQH","Cheniere Energy Partners LP Holdings, LLC","22.75","5271175000","n/a","2013","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/cqh",
"CQP","Cheniere Energy Partners, LP","29.21","9867766394.73","n/a","2007","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/cqp",
"CRC","California Resources Corporation","1.04","403709176","n/a","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crc",
"CREG","China Recycling Energy Corporation","0.306","25423714.71","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/creg",
"CRK","Comstock Resources, Inc.","0.7414","39426403.4824","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crk",
"CRT","Cross Timbers Royalty Trust","15.13","90780000","n/a","1992","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crt",
"CRZO","Carrizo Oil & Gas, Inc.","30.54","1781632747.2","n/a","1997","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crzo",
"CTAA","Qwest Corporation","25.32","0","n/a","2016","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctaa",
"CTBB","Qwest Corporation","23.18","0","n/a","2016","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctbb",
"CTL","CenturyLink, Inc.","25.35","13858597558.65","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctl",
"CTR","ClearBridge Energy MLP Total Return Fund Inc.","9.95","381136650.45","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/ctr",
"CTU","Qwest Corporation","24.76","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctu",
"CTV","Qwest Corporation","24.5","0","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctv",
"CTW","Qwest Corporation","25.11","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctw",
"CTWS","Connecticut Water Service, Inc.","55.67","625754014.39","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/ctws",
"CTX","Qwest Corporation","24.83","3111685965.96","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctx",
"CTY","Qwest Corporation","22.88","0","n/a","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cty",
"CTZ","Qwest Corporation","23.83","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctz",
"CVE","Cenovus Energy Inc","12.77","10639892602.93","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cve",
"CVI","CVR Energy Inc.","24.9","2162093145","n/a","2007","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvi",
"CVRR","CVR Refining, LP","11.56","1706256000","n/a","2013","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvrr",
"CVX","Chevron Corporation","94.26","177506312366.7","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/cvx",
"CWCO","Consolidated Water Co. Ltd.","10.85","160782884.15","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CWEI","Clayton Williams Energy, Inc.","9.07","110377691.52","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cwei",
"CWST","Casella Waste Systems, Inc.","12.7","526902705.4","n/a","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst",
"CWT","California Water  Service Group Holding","33.75","1618927155","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwt",
"CXO","Concho Resources Inc.","101.13","13081972214.01","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cxo",
"CYD","China Yuchai International Limited","9.8","374317918.8","n/a","1994","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cyd",
